ID,Invoice_Number,Date,Product_Name,Price,Quantity_Soldd,Cost_per_Unit,Purchase_Type,Payment_Method,StoreID
3348,172355,07/12/2023,Sides & Other,4.99,14.83,2.25,Drive-thru,Cash,88786
3349,176006,07/12/2023,Burgers,12.99,3.23,4.32,Drive-thru,Gift card,88786
3350,176007,07/12/2023,Chicken Sandwiches,9.95,3.82,2.85,Drive-thru,Gift card,88786
3351,176008,07/12/2023,Fries,3.49,10.89,0.88,Drive-thru,Gift card,88786
3352,176009,07/12/2023,Beverages,2.95,3.39,0.47,Drive-thru,Gift card,88786
3353,176010,07/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88786
3354,179661,07/12/2023,Burgers,12.99,22.71,4.32,Online,Credit Card,88786
3355,179662,07/12/2023,Chicken Sandwiches,9.95,21.81,2.85,Online,Credit Card,88786
3356,179663,07/12/2023,Fries,3.49,67.05,0.88,Online,Credit Card,88786
3357,179664,07/12/2023,Beverages,2.95,169.83,0.47,Online,Credit Card,88786
3358,179665,07/12/2023,Sides & Other,4.99,18.64,2.25,Online,Credit Card,88786
3359,183316,07/12/2023,Burgers,12.99,2.69,4.32,Online,Gift Card,88786
3360,183317,07/12/2023,Chicken Sandwiches,9.95,1.21,2.85,Online,Gift Card,88786
3361,183318,07/12/2023,Fries,3.49,4.3,0.88,Online,Gift Card,88786
3362,183319,07/12/2023,Beverages,2.95,4.07,0.47,Online,Gift Card,88786
3363,183320,07/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88786
3364,186971,07/12/2023,Burgers,12.99,581.52,4.32,In-store,Credit Card,88787
3365,186972,07/12/2023,Chicken Sandwiches,9.95,232.56,2.85,In-store,Credit Card,88787
3366,186973,07/12/2023,Fries,3.49,175.07,0.88,In-store,Credit Card,88787
3367,186974,07/12/2023,Beverages,2.95,124.41,0.47,In-store,Credit Card,88787
3368,186975,07/12/2023,Sides & Other,4.99,63.13,2.25,In-store,Credit Card,88787
3369,190626,07/12/2023,Burgers,12.99,9.93,4.32,In-store,Cash,88787
3370,190627,07/12/2023,Chicken Sandwiches,9.95,29.35,2.85,In-store,Cash,88787
3371,190628,07/12/2023,Fries,3.49,164.76,0.88,In-store,Cash,88787
3372,190629,07/12/2023,Beverages,2.95,73.56,0.47,In-store,Cash,88787
3373,190630,07/12/2023,Sides & Other,4.99,11.42,2.25,In-store,Cash,88787
3374,194281,07/12/2023,Burgers,12.99,4.08,4.32,In-store,Gift card,88787
3375,194282,07/12/2023,Chicken Sandwiches,9.95,2.91,2.85,In-store,Gift card,88787
3376,194283,07/12/2023,Fries,3.49,7.16,0.88,In-store,Gift card,88787
3377,194284,07/12/2023,Beverages,2.95,4.07,0.47,In-store,Gift card,88787
3378,194285,07/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88787
3379,197936,07/12/2023,Burgers,12.99,297,4.32,Drive-thru,Credit Card,88787
3380,197937,07/12/2023,Chicken Sandwiches,9.95,151.36,2.85,Drive-thru,Credit Card,88787
3381,197938,07/12/2023,Fries,3.49,166.76,0.88,Drive-thru,Credit Card,88787
3382,197939,07/12/2023,Beverages,2.95,120.34,0.47,Drive-thru,Credit Card,88787
3383,197940,07/12/2023,Sides & Other,4.99,59.92,2.25,Drive-thru,Credit Card,88787
3384,201591,07/12/2023,Burgers,12.99,71.05,4.32,Drive-thru,Cash,88787
3385,201592,07/12/2023,Chicken Sandwiches,9.95,11.16,2.85,Drive-thru,Cash,88787
3386,201593,07/12/2023,Fries,3.49,95.42,0.88,Drive-thru,Cash,88787
3387,201594,07/12/2023,Beverages,2.95,18.64,0.47,Drive-thru,Cash,88787
3388,201595,07/12/2023,Sides & Other,4.99,12.02,2.25,Drive-thru,Cash,88787
3389,205246,07/12/2023,Burgers,12.99,8.93,4.32,Drive-thru,Gift card,88787
3390,205247,07/12/2023,Chicken Sandwiches,9.95,5.53,2.85,Drive-thru,Gift card,88787
3391,205248,07/12/2023,Fries,3.49,9.46,0.88,Drive-thru,Gift card,88787
3392,205249,07/12/2023,Beverages,2.95,25.08,0.47,Drive-thru,Gift card,88787
3393,205250,07/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88787
3394,208901,07/12/2023,Burgers,12.99,5,4.32,Online,Credit Card,88787
3395,208902,07/12/2023,Chicken Sandwiches,9.95,12.66,2.85,Online,Credit Card,88787
3396,208903,07/12/2023,Fries,3.49,45.56,0.88,Online,Credit Card,88787
3397,208904,07/12/2023,Beverages,2.95,22.71,0.47,Online,Credit Card,88787
3398,208905,07/12/2023,Sides & Other,4.99,4.81,2.25,Online,Credit Card,88787
3399,212556,07/12/2023,Burgers,12.99,2.62,4.32,Online,Gift Card,88787
3400,212557,07/12/2023,Chicken Sandwiches,9.95,3.22,2.85,Online,Gift Card,88787
3401,212558,07/12/2023,Fries,3.49,4.58,0.88,Online,Gift Card,88787
3402,212559,07/12/2023,Beverages,2.95,4.07,0.47,Online,Gift Card,88787
3403,212560,07/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88787
3404,216211,07/12/2023,Burgers,12.99,230.1,4.32,In-store,Credit Card,88788
3405,216212,07/12/2023,Chicken Sandwiches,9.95,23.62,2.85,In-store,Credit Card,88788
3406,216213,07/12/2023,Fries,3.49,353.58,0.88,In-store,Credit Card,88788
3407,216214,07/12/2023,Beverages,2.95,206.44,0.47,In-store,Credit Card,88788
3408,216215,07/12/2023,Sides & Other,4.99,28.46,2.25,In-store,Credit Card,88788
3409,219866,07/12/2023,Burgers,12.99,38.57,4.32,In-store,Cash,88788
3410,219867,07/12/2023,Chicken Sandwiches,9.95,16.08,2.85,In-store,Cash,88788
3411,219868,07/12/2023,Fries,3.49,63.32,0.88,In-store,Cash,88788
3412,219869,07/12/2023,Beverages,2.95,75.25,0.47,In-store,Cash,88788
3413,219870,07/12/2023,Sides & Other,4.99,46.09,2.25,In-store,Cash,88788
3414,223521,07/12/2023,Burgers,12.99,3.7,4.32,In-store,Gift card,88788
3415,223522,07/12/2023,Chicken Sandwiches,9.95,1.31,2.85,In-store,Gift card,88788
3416,223523,07/12/2023,Fries,3.49,6.88,0.88,In-store,Gift card,88788
3417,223524,07/12/2023,Beverages,2.95,6.44,0.47,In-store,Gift card,88788
3418,223525,07/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88788
3419,227176,07/12/2023,Burgers,12.99,142.65,4.32,Drive-thru,Credit Card,88788
3420,227177,07/12/2023,Chicken Sandwiches,9.95,162.61,2.85,Drive-thru,Credit Card,88788
3421,227178,07/12/2023,Fries,3.49,1406.59,0.88,Drive-thru,Credit Card,88788
3422,227179,07/12/2023,Beverages,2.95,344.07,0.47,Drive-thru,Credit Card,88788
3423,227180,07/12/2023,Sides & Other,4.99,26.45,2.25,Drive-thru,Credit Card,88788
3424,230831,07/12/2023,Burgers,12.99,18.48,4.32,Drive-thru,Cash,88788
3425,230832,07/12/2023,Chicken Sandwiches,9.95,16.28,2.85,Drive-thru,Cash,88788
3426,230833,07/12/2023,Fries,3.49,124.07,0.88,Drive-thru,Cash,88788
3427,230834,07/12/2023,Beverages,2.95,204.07,0.47,Drive-thru,Cash,88788
3428,230835,07/12/2023,Sides & Other,4.99,2.2,2.25,Drive-thru,Cash,88788
3429,234486,07/12/2023,Burgers,12.99,0.77,4.32,Drive-thru,Gift card,88788
3430,234487,07/12/2023,Chicken Sandwiches,9.95,1.01,2.85,Drive-thru,Gift card,88788
3431,234488,07/12/2023,Fries,3.49,6.88,0.88,Drive-thru,Gift card,88788
3432,234489,07/12/2023,Beverages,2.95,20.34,0.47,Drive-thru,Gift card,88788
3433,234490,07/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88788
3434,238141,07/12/2023,Burgers,12.99,18.32,4.32,Online,Credit Card,88788
3435,238142,07/12/2023,Chicken Sandwiches,9.95,18.09,2.85,Online,Credit Card,88788
3436,238143,07/12/2023,Fries,3.49,30.66,0.88,Online,Credit Card,88788
3437,238144,07/12/2023,Beverages,2.95,143.39,0.47,Online,Credit Card,88788
3438,238145,07/12/2023,Sides & Other,4.99,2.61,2.25,Online,Credit Card,88788
3439,241796,07/12/2023,Burgers,12.99,1,4.32,Online,Gift Card,88788
3440,241797,07/12/2023,Chicken Sandwiches,9.95,2.01,2.85,Online,Gift Card,88788
3441,241798,07/12/2023,Fries,3.49,3.72,0.88,Online,Gift Card,88788
3442,241799,07/12/2023,Beverages,2.95,10.85,0.47,Online,Gift Card,88788
3443,241800,07/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88788
3444,245451,07/12/2023,Burgers,12.99,125.1,4.32,In-store,Credit Card,88789
3445,245452,07/12/2023,Chicken Sandwiches,9.95,20.8,2.85,In-store,Credit Card,88789
3446,245453,07/12/2023,Fries,3.49,515.19,0.88,In-store,Credit Card,88789
3447,245454,07/12/2023,Beverages,2.95,296.95,0.47,In-store,Credit Card,88789
3448,245455,07/12/2023,Sides & Other,4.99,161.72,2.25,In-store,Credit Card,88789
3449,249106,07/12/2023,Burgers,12.99,13.7,4.32,In-store,Cash,88789
3450,249107,07/12/2023,Chicken Sandwiches,9.95,9.95,2.85,In-store,Cash,88789
3451,249108,07/12/2023,Fries,3.49,240.4,0.88,In-store,Cash,88789
3452,249109,07/12/2023,Beverages,2.95,53.9,0.47,In-store,Cash,88789
3453,249110,07/12/2023,Sides & Other,4.99,19.44,2.25,In-store,Cash,88789
3454,252761,07/12/2023,Burgers,12.99,3.08,4.32,In-store,Gift card,88789
3455,252762,07/12/2023,Chicken Sandwiches,9.95,4.62,2.85,In-store,Gift card,88789
3456,252763,07/12/2023,Fries,3.49,17.77,0.88,In-store,Gift card,88789
3457,252764,07/12/2023,Beverages,2.95,7.8,0.47,In-store,Gift card,88789
3458,252765,07/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88789
3459,256416,07/12/2023,Burgers,12.99,186.91,4.32,Drive-thru,Credit Card,88789
3460,256417,07/12/2023,Chicken Sandwiches,9.95,29.65,2.85,Drive-thru,Credit Card,88789
3461,256418,07/12/2023,Fries,3.49,1261.6,0.88,Drive-thru,Credit Card,88789
3462,256419,07/12/2023,Beverages,2.95,317.63,0.47,Drive-thru,Credit Card,88789
3463,256420,07/12/2023,Sides & Other,4.99,105.21,2.25,Drive-thru,Credit Card,88789
3464,260071,07/12/2023,Burgers,12.99,13.93,4.32,Drive-thru,Cash,88789
3465,260072,07/12/2023,Chicken Sandwiches,9.95,72.36,2.85,Drive-thru,Cash,88789
3466,260073,07/12/2023,Fries,3.49,49,0.88,Drive-thru,Cash,88789
3467,260074,07/12/2023,Beverages,2.95,90.17,0.47,Drive-thru,Cash,88789
3468,260075,07/12/2023,Sides & Other,4.99,32.67,2.25,Drive-thru,Cash,88789
3469,263726,07/12/2023,Burgers,12.99,1.85,4.32,Drive-thru,Gift card,88789
3470,263727,07/12/2023,Chicken Sandwiches,9.95,4.42,2.85,Drive-thru,Gift card,88789
3471,263728,07/12/2023,Fries,3.49,51.29,0.88,Drive-thru,Gift card,88789
3472,263729,07/12/2023,Beverages,2.95,9.15,0.47,Drive-thru,Gift card,88789
3473,263730,07/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88789
3474,267381,07/12/2023,Burgers,12.99,8.16,4.32,Online,Credit Card,88789
3475,267382,07/12/2023,Chicken Sandwiches,9.95,2.21,2.85,Online,Credit Card,88789
3476,267383,07/12/2023,Fries,3.49,20.06,0.88,Online,Credit Card,88789
3477,267384,07/12/2023,Beverages,2.95,8.14,0.47,Online,Credit Card,88789
3478,267385,07/12/2023,Sides & Other,4.99,2,2.25,Online,Credit Card,88789
3479,271036,07/12/2023,Burgers,12.99,0.85,4.32,Online,Gift Card,88789
3480,271037,07/12/2023,Chicken Sandwiches,9.95,1.21,2.85,Online,Gift Card,88789
3481,271038,07/12/2023,Fries,3.49,3.72,0.88,Online,Gift Card,88789
3482,271039,07/12/2023,Beverages,2.95,4.07,0.47,Online,Gift Card,88789
3483,271040,07/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88789
3484,274691,07/12/2023,Burgers,12.99,248.5,4.32,In-store,Credit Card,88790
3485,274692,07/12/2023,Chicken Sandwiches,9.95,26.93,2.85,In-store,Credit Card,88790
3486,274693,07/12/2023,Fries,3.49,1089.11,0.88,In-store,Credit Card,88790
3487,274694,07/12/2023,Beverages,2.95,310.85,0.47,In-store,Credit Card,88790
3488,274695,07/12/2023,Sides & Other,4.99,16.83,2.25,In-store,Credit Card,88790
3489,278346,07/12/2023,Burgers,12.99,132.56,4.32,In-store,Cash,88790
3490,278347,07/12/2023,Chicken Sandwiches,9.95,4.22,2.85,In-store,Cash,88790
3491,278348,07/12/2023,Fries,3.49,40.69,0.88,In-store,Cash,88790
3492,278349,07/12/2023,Beverages,2.95,11.53,0.47,In-store,Cash,88790
3493,278350,07/12/2023,Sides & Other,4.99,41.08,2.25,In-store,Cash,88790
3494,282001,07/12/2023,Burgers,12.99,2.77,4.32,In-store,Gift card,88790
3495,282002,07/12/2023,Chicken Sandwiches,9.95,2.61,2.85,In-store,Gift card,88790
3496,282003,07/12/2023,Fries,3.49,9.46,0.88,In-store,Gift card,88790
3497,282004,07/12/2023,Beverages,2.95,19.66,0.47,In-store,Gift card,88790
3498,282005,07/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88790
3499,285656,07/12/2023,Burgers,12.99,448.27,4.32,Drive-thru,Credit Card,88790
3500,285657,07/12/2023,Chicken Sandwiches,9.95,18.79,2.85,Drive-thru,Credit Card,88790
3501,285658,07/12/2023,Fries,3.49,357.02,0.88,Drive-thru,Credit Card,88790
3502,285659,07/12/2023,Beverages,2.95,127.12,0.47,Drive-thru,Credit Card,88790
3503,285660,07/12/2023,Sides & Other,4.99,13.63,2.25,Drive-thru,Credit Card,88790
3504,289311,07/12/2023,Burgers,12.99,41.11,4.32,Drive-thru,Cash,88790
3505,289312,07/12/2023,Chicken Sandwiches,9.95,10.25,2.85,Drive-thru,Cash,88790
3506,289313,07/12/2023,Fries,3.49,26.93,0.88,Drive-thru,Cash,88790
3507,289314,07/12/2023,Beverages,2.95,39.66,0.47,Drive-thru,Cash,88790
3508,289315,07/12/2023,Sides & Other,4.99,11.62,2.25,Drive-thru,Cash,88790
3509,292966,07/12/2023,Burgers,12.99,2.46,4.32,Drive-thru,Gift card,88790
3510,292967,07/12/2023,Chicken Sandwiches,9.95,1.11,2.85,Drive-thru,Gift card,88790
3511,292968,07/12/2023,Fries,3.49,16.05,0.88,Drive-thru,Gift card,88790
3512,292969,07/12/2023,Beverages,2.95,12.2,0.47,Drive-thru,Gift card,88790
3513,292970,07/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88790
3514,296621,07/12/2023,Burgers,12.99,39.03,4.32,Online,Credit Card,88790
3515,296622,07/12/2023,Chicken Sandwiches,9.95,2.71,2.85,Online,Credit Card,88790
3516,296623,07/12/2023,Fries,3.49,91.69,0.88,Online,Credit Card,88790
3517,296624,07/12/2023,Beverages,2.95,24.41,0.47,Online,Credit Card,88790
3518,296625,07/12/2023,Sides & Other,4.99,4.21,2.25,Online,Credit Card,88790
3519,300276,07/12/2023,Burgers,12.99,1.15,4.32,Online,Gift Card,88790
3520,300277,07/12/2023,Chicken Sandwiches,9.95,2.21,2.85,Online,Gift Card,88790
3521,300278,07/12/2023,Fries,3.49,6.3,0.88,Online,Gift Card,88790
3522,300279,07/12/2023,Beverages,2.95,4.75,0.47,Online,Gift Card,88790
3523,300280,07/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88790
3524,303931,07/12/2023,Burgers,12.99,149.88,4.32,In-store,Credit Card,88791
3525,303932,07/12/2023,Chicken Sandwiches,9.95,259.6,2.85,In-store,Credit Card,88791
3526,303933,07/12/2023,Fries,3.49,263.32,0.88,In-store,Credit Card,88791
3527,303934,07/12/2023,Beverages,2.95,246.44,0.47,In-store,Credit Card,88791
3528,303935,07/12/2023,Sides & Other,4.99,6.01,2.25,In-store,Credit Card,88791
3529,307586,07/12/2023,Burgers,12.99,21.86,4.32,In-store,Cash,88791
3530,307587,07/12/2023,Chicken Sandwiches,9.95,6.23,2.85,In-store,Cash,88791
3531,307588,07/12/2023,Fries,3.49,241.83,0.88,In-store,Cash,88791
3532,307589,07/12/2023,Beverages,2.95,174.24,0.47,In-store,Cash,88791
3533,307590,07/12/2023,Sides & Other,4.99,8.22,2.25,In-store,Cash,88791
3534,311241,07/12/2023,Burgers,12.99,1.92,4.32,In-store,Gift card,88791
3535,311242,07/12/2023,Chicken Sandwiches,9.95,1.21,2.85,In-store,Gift card,88791
3536,311243,07/12/2023,Fries,3.49,4.01,0.88,In-store,Gift card,88791
3537,311244,07/12/2023,Beverages,2.95,15.93,0.47,In-store,Gift card,88791
3538,311245,07/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88791
3539,314896,07/12/2023,Burgers,12.99,218.94,4.32,Drive-thru,Credit Card,88791
3540,314897,07/12/2023,Chicken Sandwiches,9.95,87.84,2.85,Drive-thru,Credit Card,88791
3541,314898,07/12/2023,Fries,3.49,368.77,0.88,Drive-thru,Credit Card,88791
3542,314899,07/12/2023,Beverages,2.95,49.83,0.47,Drive-thru,Credit Card,88791
3543,314900,07/12/2023,Sides & Other,4.99,6.01,2.25,Drive-thru,Credit Card,88791
3544,318551,07/12/2023,Burgers,12.99,117.47,4.32,Drive-thru,Cash,88791
3545,318552,07/12/2023,Chicken Sandwiches,9.95,10.25,2.85,Drive-thru,Cash,88791
3546,318553,07/12/2023,Fries,3.49,442.98,0.88,Drive-thru,Cash,88791
3547,318554,07/12/2023,Beverages,2.95,9.83,0.47,Drive-thru,Cash,88791
3548,318555,07/12/2023,Sides & Other,4.99,40.48,2.25,Drive-thru,Cash,88791
3549,322206,07/12/2023,Burgers,12.99,2.69,4.32,Drive-thru,Gift card,88791
3550,322207,07/12/2023,Chicken Sandwiches,9.95,1.11,2.85,Drive-thru,Gift card,88791
3551,322208,07/12/2023,Fries,3.49,7.16,0.88,Drive-thru,Gift card,88791
3552,322209,07/12/2023,Beverages,2.95,3.39,0.47,Drive-thru,Gift card,88791
3553,322210,07/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88791
3554,325861,07/12/2023,Burgers,12.99,26.71,4.32,Online,Credit Card,88791
3555,325862,07/12/2023,Chicken Sandwiches,9.95,3.92,2.85,Online,Credit Card,88791
3556,325863,07/12/2023,Fries,3.49,16.33,0.88,Online,Credit Card,88791
3557,325864,07/12/2023,Beverages,2.95,34.58,0.47,Online,Credit Card,88791
3558,325865,07/12/2023,Sides & Other,4.99,19.44,2.25,Online,Credit Card,88791
3559,329516,07/12/2023,Burgers,12.99,2.08,4.32,Online,Gift Card,88791
3560,329517,07/12/2023,Chicken Sandwiches,9.95,4.92,2.85,Online,Gift Card,88791
3561,329518,07/12/2023,Fries,3.49,5.73,0.88,Online,Gift Card,88791
3562,329519,07/12/2023,Beverages,2.95,12.54,0.47,Online,Gift Card,88791
3563,329520,07/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88791
3564,333171,07/12/2023,Burgers,12.99,135.18,4.32,In-store,Credit Card,88792
3565,333172,07/12/2023,Chicken Sandwiches,9.95,156.68,2.85,In-store,Credit Card,88792
3566,333173,07/12/2023,Fries,3.49,216.91,0.88,In-store,Credit Card,88792
3567,333174,07/12/2023,Beverages,2.95,458.64,0.47,In-store,Credit Card,88792
3568,333175,07/12/2023,Sides & Other,4.99,243.49,2.25,In-store,Credit Card,88792
3569,336826,07/12/2023,Burgers,12.99,58.04,4.32,In-store,Cash,88792
3570,336827,07/12/2023,Chicken Sandwiches,9.95,14.57,2.85,In-store,Cash,88792
3571,336828,07/12/2023,Fries,3.49,113.75,0.88,In-store,Cash,88792
3572,336829,07/12/2023,Beverages,2.95,38.98,0.47,In-store,Cash,88792
3573,336830,07/12/2023,Sides & Other,4.99,5.01,2.25,In-store,Cash,88792
3574,340481,07/12/2023,Burgers,12.99,2.16,4.32,In-store,Gift card,88792
3575,340482,07/12/2023,Chicken Sandwiches,9.95,4.22,2.85,In-store,Gift card,88792
3576,340483,07/12/2023,Fries,3.49,4.01,0.88,In-store,Gift card,88792
3577,340484,07/12/2023,Beverages,2.95,13.56,0.47,In-store,Gift card,88792
3578,340485,07/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88792
3579,344136,07/12/2023,Burgers,12.99,148.04,4.32,Drive-thru,Credit Card,88792
3580,344137,07/12/2023,Chicken Sandwiches,9.95,37.89,2.85,Drive-thru,Credit Card,88792
3581,344138,07/12/2023,Fries,3.49,717.77,0.88,Drive-thru,Credit Card,88792
3582,344139,07/12/2023,Beverages,2.95,776.95,0.47,Drive-thru,Credit Card,88792
3583,344140,07/12/2023,Sides & Other,4.99,59.12,2.25,Drive-thru,Credit Card,88792
3584,347791,07/12/2023,Burgers,12.99,23.71,4.32,Drive-thru,Cash,88792
3585,347792,07/12/2023,Chicken Sandwiches,9.95,9.55,2.85,Drive-thru,Cash,88792
3586,347793,07/12/2023,Fries,3.49,272.21,0.88,Drive-thru,Cash,88792
3587,347794,07/12/2023,Beverages,2.95,233.9,0.47,Drive-thru,Cash,88792
3588,347795,07/12/2023,Sides & Other,4.99,10.82,2.25,Drive-thru,Cash,88792
3589,351446,07/12/2023,Burgers,12.99,8.62,4.32,Drive-thru,Gift card,88792
3590,351447,07/12/2023,Chicken Sandwiches,9.95,6.53,2.85,Drive-thru,Gift card,88792
3591,351448,07/12/2023,Fries,3.49,6.59,0.88,Drive-thru,Gift card,88792
3592,351449,07/12/2023,Beverages,2.95,32.88,0.47,Drive-thru,Gift card,88792
3593,351450,07/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88792
3594,355101,07/12/2023,Burgers,12.99,28.41,4.32,Online,Credit Card,88792
3595,355102,07/12/2023,Chicken Sandwiches,9.95,14.17,2.85,Online,Credit Card,88792
3596,355103,07/12/2023,Fries,3.49,52.44,0.88,Online,Credit Card,88792
3597,355104,07/12/2023,Beverages,2.95,28.81,0.47,Online,Credit Card,88792
3598,355105,07/12/2023,Sides & Other,4.99,2.4,2.25,Online,Credit Card,88792
3599,358756,07/12/2023,Burgers,12.99,2.31,4.32,Online,Gift Card,88792
3600,358757,07/12/2023,Chicken Sandwiches,9.95,3.72,2.85,Online,Gift Card,88792
3601,358758,07/12/2023,Fries,3.49,4.3,0.88,Online,Gift Card,88792
3602,358759,07/12/2023,Beverages,2.95,5.08,0.47,Online,Gift Card,88792
3603,358760,07/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88792
3604,362411,07/12/2023,Burgers,12.99,278.14,4.32,In-store,Credit Card,88793
3605,362412,07/12/2023,Chicken Sandwiches,9.95,21.21,2.85,In-store,Credit Card,88793
3606,362413,07/12/2023,Fries,3.49,347.85,0.88,In-store,Credit Card,88793
3607,362414,07/12/2023,Beverages,2.95,291.53,0.47,In-store,Credit Card,88793
3608,362415,07/12/2023,Sides & Other,4.99,80.96,2.25,In-store,Credit Card,88793
3609,366066,07/12/2023,Burgers,12.99,99.46,4.32,In-store,Cash,88793
3610,366067,07/12/2023,Chicken Sandwiches,9.95,10.25,2.85,In-store,Cash,88793
3611,366068,07/12/2023,Fries,3.49,71.06,0.88,In-store,Cash,88793
3612,366069,07/12/2023,Beverages,2.95,96.95,0.47,In-store,Cash,88793
3613,366070,07/12/2023,Sides & Other,4.99,12.22,2.25,In-store,Cash,88793
3614,369721,07/12/2023,Burgers,12.99,0.77,4.32,In-store,Gift card,88793
3615,369722,07/12/2023,Chicken Sandwiches,9.95,1.01,2.85,In-store,Gift card,88793
3616,369723,07/12/2023,Fries,3.49,13.18,0.88,In-store,Gift card,88793
3617,369724,07/12/2023,Beverages,2.95,7.8,0.47,In-store,Gift card,88793
3618,369725,07/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88793
3619,373376,07/12/2023,Burgers,12.99,136.26,4.32,Drive-thru,Credit Card,88793
3620,373377,07/12/2023,Chicken Sandwiches,9.95,94.97,2.85,Drive-thru,Credit Card,88793
3621,373378,07/12/2023,Fries,3.49,85.39,0.88,Drive-thru,Credit Card,88793
3622,373379,07/12/2023,Beverages,2.95,584.75,0.47,Drive-thru,Credit Card,88793
3623,373380,07/12/2023,Sides & Other,4.99,48.5,2.25,Drive-thru,Credit Card,88793
3624,377031,07/12/2023,Burgers,12.99,86.91,4.32,Drive-thru,Cash,88793
3625,377032,07/12/2023,Chicken Sandwiches,9.95,57.19,2.85,Drive-thru,Cash,88793
3626,377033,07/12/2023,Fries,3.49,66.48,0.88,Drive-thru,Cash,88793
3627,377034,07/12/2023,Beverages,2.95,50.17,0.47,Drive-thru,Cash,88793
3628,377035,07/12/2023,Sides & Other,4.99,39.68,2.25,Drive-thru,Cash,88793
3629,380686,07/12/2023,Burgers,12.99,2.31,4.32,Drive-thru,Gift card,88793
